MOLREGNO,SMILES,MOST_ACIDIC,MOST_BASIC,TRADE_NAME,CHARGE_STATE,Name,CX_Acidic_1,CX_Acidic_2,CX_Basic_1,CX_Basic_2,Delta Acidic,Delta Basic,N_Count,O_Count,Organic
674585,C[C@H]1O[C@H](C[C@H](OC(=O)C)[C@@H]1O)O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6C5CC[C@]7(C)[C@H](CC[C@]67O)C8=CC(=O)OC8)C4)O[C@@H]3C)O[C@@H]2C,13.37,,ACYLANID,Neutral,674585,,,,,,,0.0,14.0,True
674586,Cl.CCN(CC)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,12.32,8.08,MAGNACORT,Charged,674586,,,,,,,1.0,6.0,True
674587,Cl.CN(C)CCC=C1c2ccccc2C=Cc3ccccc13,,9.15,AMRIX,Charged,674587,,,9.76,,,-0.61,1.0,0.0,True
674588,[Na+].C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)(O)[O-],1.67,,DECADRON,Charged,674588,1.18,6.21,,,0.49,,0.0,8.0,True
674589,CN(C)CC[C@@H](c1ccc(Br)cc1)c2ccccn2.OC(=O)C=C/C(=O)O,,9.33,BROMPHERIL,Charged,674589,,,9.48,,,-0.15,2.0,4.0,True
674592,COc1ccc(C[C@@H]2c3cc(OC)c(OC)cc3CC[N@+]2(C)CCC(=O)OCCCCCOC(=O)CC[N@@+]4(C)CCc5cc(OC)c(OC)cc5[C@H]4Cc6ccc(OC)c(OC)c6)cc1OC.[O-]S(=O)(=O)c7ccccc7.[O-]S(=O)(=O)c8ccccc8,,,CISATRACURIUM BESYLATE,Neutral,674592,,,,,,,2.0,18.0,True
674594,CN[C@H](C)[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)O1.CN[C@@H]4[C@@H](O)[C@@H](O[C@H]5[C@H](N)C[C@H](N)[C@@H](O[C@H]6O[C@H](CN)CC[C@H]6N)[C@@H]5O)OC[C@]4(C)O.CN[C@@H]7[C@@H](O)[C@@H](O[C@H]8[C@H](N)C[C@H](N)[C@@H](O[C@H]9O[C@@H](CC[C@H]9N)[C@@H](C)N)[C@@H]8O)OC[C@]7(C)O.OS(=O)(=O)O,,,APOGEN,Neutral,674594,,,10.18,9.67,,,15.0,25.0,True
674596,COc1cc(cc(OC)c1OP(=O)(O)O)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](O[C@@H]4O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]4O)c6cc7OCOc7cc26,1.13,,ETOPOPHOS PRESERVATIVE FREE,Charged,674596,1.46,6.44,,,-0.33,,0.0,16.0,True
674598,CC(CC(C)C1OC(=O)CC(=O)CCCC(=O)CC(O)CC(O)CC(O)CC(=O)CC(O)C(C(O)CC(OC2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C=CC=CC=CC=CC=CC=CC=CC1C)C(=O)O)C(O)CC(=O)c3ccc(N)cc3,,,VANOBID,Neutral,674598,3.68,,9.07,,,,2.0,18.0,True
674599,[Br-].CC(=O)O[C@H]1[C@H](C[C@H]2[C@@H]3CC[C@H]4C[C@H](O)[C@H](C[C@]4(C)[C@H]3CC[C@]12C)N5CCOCC5)[N+]6(CC=C)CCCC6,,7.28,ROCURONIUM BROMIDE,Neutral,674599,,,7.96,,,-0.68,2.0,4.0,True
674600,CC[C@H]1NC(=O)[C@@H](NC(=O)c2ncccc2O)[C@@H](C)OC(=O)[C@@H](NC(=O)[C@@H]3CC(=O)[C@H](CS[C@@H]4CN5CCC4CC5)CN3C(=O)[C@H](Cc6ccc(cc6)N(C)C)N(C)C(=O)[C@@H]7CCCN7C1=O)c8ccccc8,,,SYNERCID,Neutral,674600,,,8.28,,,,9.0,10.0,True
674602,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O.C(CNCc4ccccc4)NCc5ccccc5,2.45,,BICILLIN,Charged,674602,3.53,,,,-1.08,,4.0,4.0,True
674605,Cl.CCCCOc1cc(ccc1N)C(=O)OCCN(CC)CC,,9.16,BENOXINATE HYDROCHLORIDE,Charged,674605,,,8.96,,,0.2,2.0,3.0,True
674606,CCC1=CC2CN(C1)Cc3c([nH]c4ccccc34)[C@@](C2)(C(=O)OC)c5cc6c(cc5OC)N(C)[C@H]7[C@](O)([C@H](OC(=O)C)[C@]8(CC)C=CCN9CC[C@]67[C@H]89)C(=O)OC.O[C@H]([C@@H](O)C(=O)O)C(=O)O,11.36,6.9,NAVELBINE,Neutral,674606,,,8.72,7.99,,-1.82,4.0,14.0,True
674607,C[C@@H]1CC=CC=CC=CC=C[C@@H](C[C@@H]2O[C@](O)(C[C@@H](O)C[C@H]3O[C@@H]3C=CC(=O)O1)C[C@H](O)[C@H]2C(=O)O)O[C@@H]4O[C@H](C)[C@@H](O)[C@H](N)[C@@H]4O,3.71,8.12,NATACYN,Charged,674607,3.58,,9.11,,0.13,-0.99,1.0,13.0,True
674608,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O.OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)C(=O)O,13.09,8.16,ILOTYCIN GLUCEPTATE,Charged,674608,,,8.38,,,-0.22,1.0,21.0,True
674610,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2CCC[C@H]2C(=O)O.OC(=O)C=C/C(=O)O,3.15,5.43,ENALAPRIL MALEATE,Charged,674610,3.67,,,,-0.52,,2.0,9.0,True
674611,O[C@@H]1CO[C@@H]2[C@@H](O)CO[C@H]12,13.17,,ISMOTIC,Neutral,674611,,,,,,,0.0,4.0,True
674612,CCCCCCCC(=O)CC[C@H]1[C@H](O)C[C@H](O)[C@@H]1CC=C/CCCC(=O)OC(C)C,,,RESCULA,Neutral,674612,,,,,,,0.0,5.0,True
674615,[K+].CC(O)C(=O)[O-],,,IONOSOL T AND DEXTROSE 5% IN PLASTIC CONTAINER,Neutral,674615,3.78,,,,,,0.0,3.0,True
674616,Cl.CCOC(=O)C1(CCN(CCC(C#N)(c2ccccc2)c3ccccc3)CC1)c4ccccc4,,7.28,COLONAID,Neutral,674616,,,8.5,,,-1.22,2.0,2.0,True
674617,C[C@H](C=C[C@@H](O)C1CC1)[C@H]2CC[C@H]3C(=CC=C/4C[C@@H](O)C[C@H](O)C4=C)CCC[C@]23C,,,CALCIPOTRIENE,Neutral,674617,,,,,,,0.0,3.0,True
674618,CCN(CC)CCOc1ccc(cc1)C(=C(Cl)/c2ccccc2)c3ccccc3.OC(=O)CC(O)(CC(=O)O)C(=O)O,,9.6,CLOMID,Charged,674618,,,9.31,,,0.29,1.0,8.0,True
674619,[Cl-].[Cl-].[Ca+2],,,ACETATED RINGER'S IN PLASTIC CONTAINER,Neutral,674619,-7.0,,,,,,0.0,0.0,False
674620,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.OC(CCOCCOCCOCCOCCC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I)Nc2c(I)cc(I)c(C(=O)O)c2I,,,CHOLOVUE,Neutral,674620,2.27,3.23,,,,,3.0,15.0,True
674623,[Na+].Cc1cc(O)c(cn1)C(=O)N[C@@H](C(=O)N[C@H]2[C@H]3SCC(=C(N3C2=O)C(=O)[O-])CSc4nnnn4C)c5ccc(O)cc5,2.62,8.73,CEFPIRAMIDE SODIUM,Charged,674623,3.47,,,,-0.85,,8.0,7.0,True
674624,[127Xe],,,XENON XE 127,Neutral,674624,,,,,,,0.0,0.0,False
674626,CN(C)CCOc1ccc(cc1)C(=C(CCCl)/c2ccccc2)c3ccccc3.OC(=O)CC(O)(CC(=O)O)C(=O)O,,8.69,FARESTON,Charged,674626,,,8.76,,,-0.07,1.0,8.0,True
674629,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc2ccc(cc2)c3ccccn3)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C.OS(=O)(=O)O,11.11,4.65,REYATAZ,Neutral,674629,,,,,,,6.0,11.0,True
674630,[Cl-].[Cl-].[Zn+2],,,ZINC CHLORIDE IN PLASTIC CONTAINER,Neutral,674630,-7.0,,,,,,0.0,0.0,False
674631,S=[Se]=S,,,EXSEL,Neutral,674631,,,,,,,0.0,0.0,False
674632,[Na+].CC(C)(O)c1ccccc1CC[C@@H](SCC2(CC(=O)[O-])CC2)c3cccc(C=Cc4ccc5ccc(Cl)cc5n4)c3,4.76,2.22,MONTELUKAST SODIUM,Charged,674632,4.4,,,,0.36,,1.0,3.0,True
674633,[Na+].OCCCC(=O)[O-],4.67,,XYREM,Charged,674633,4.44,,,,0.23,,0.0,3.0,True
674636,[133Xe],,,XENEISOL,Neutral,674636,,,,,,,0.0,0.0,False
674637,CC[C@@H]1C=C(/C)C[C@H](C)C[C@H](OC)[C@H]2O[C@](O)([C@H](C)C[C@@H]2OC)C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@@H]([C@H](C)[C@@H](O)CC1=O)C(=C[C@@H]4CC[C@H](Cl)[C@@H](C4)OC)C,9.97,,ELIDEL,Neutral,674637,,,,,,,1.0,11.0,True
674639,CCOC(=O)CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C,13.09,7.59,E-MYCIN E,Neutral,674639,,,7.87,,,-0.28,1.0,16.0,True
674640,O=[N],,,INOMAX,Neutral,674640,,,,,,,1.0,1.0,False
674642,[Mg+2].CC(=O)[O-].CC(=O)[O-],,,AMINOSYN 3.5% M,Neutral,674642,4.54,,,,,,0.0,4.0,True
674643,CCCc1nc(c(C(=O)OCC2=C(C)OC(=O)O2)n1Cc3ccc(cc3)c4ccccc4c5nnn[nH]5)C(C)(C)O,4.15,4.55,AZOR,Charged,674643,4.27,,,,-0.12,,6.0,6.0,True
674645,FCOC(C(F)(F)F)C(F)(F)F,,,SEVOFLURANE,Neutral,674645,,,,,,,0.0,1.0,True
674646,Cl.CC(N)C(O)c1ccccc1,12.07,8.47,BIPHETAP,Charged,674646,,,9.37,,,-0.9,1.0,1.0,True
674647,[K+].[O-]Cl(=O)(=O)=O,,,PERCHLORACAP,Neutral,674647,-6.89,,,,,,0.0,4.0,False
674648,O.C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N2CCC[C@H]2C(=O)O,2.2,7.79,ENALAPRILAT,Charged,674648,3.13,3.96,7.83,,-0.93,-0.04,2.0,6.0,True
674650,O.C[C@@H]1[C@H]2[C@H](O)[C@H]3[C@H](N(C)C)C(=C(C(=O)N)C(=O)[C@@]3(O)C(=C2C(=O)c4c(O)cccc14)O)O,4.5,10.84,DOXYCHEL,Charged,674650,2.93,,7.46,,1.57,3.38,2.0,9.0,True
674652,O.[Na+].Cc1onc(c1C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(=O)[O-])c4c(Cl)cccc4Cl,2.44,,DICLOXACILLIN SODIUM,Charged,674652,3.75,,,,-1.31,,3.0,6.0,True
674654,Cl.CNC1=Nc2ccc(Cl)cc2C(=[N+]([O-])C1)c3ccccc3,,2.38,A-POXIDE,Neutral,674654,,,,,,,3.0,1.0,True
674656,Br.CC(N)Cc1ccc(O)cc1,9.83,10.53,PAREDRINE,Charged,674656,,,9.8,,,0.73,1.0,1.0,True
674657,[OH-].[OH-].[OH-].[Al+3],,,ALUMINUM HYDROXIDE AND MAGNESIUM TRISILICATE,Neutral,674657,,,,,,,0.0,3.0,False
674658,Cl.CCN(CC)C(=O)C1CN2CCc3cc(OC)c(OC)cc3C2CC1OC(=O)C,,6.14,EMETE-CON,Neutral,674658,,,7.5,,,-1.36,2.0,5.0,True
674659,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1.OC(=O)C=CC(=O)O,13.86,9.42,BISOPROLOL FUMARATE,Charged,674659,,,9.67,,,-0.25,1.0,8.0,True
674660,CCN(C(=O)C=CC)c1ccccc1C,,1.14,CROTAN,Neutral,674660,,,,,,,1.0,1.0,True
674661,Cl.CN(C)CCCN1c2ccccc2CCc3ccc(Cl)cc13,,9.46,ANAFRANIL,Charged,674661,,,9.2,,,0.26,2.0,0.0,True
674662,CCOC(=O)CCCC=C/CC=C/CC=C/CC=C/CC=C/CC.CCOC(=O)CCC=C/CC=C/CC=C/CC=C/CC=C/CC=C/CC,,,LOVAZA,Neutral,674662,,,,,,,0.0,4.0,True
674663,[Na+].[Na+].[Na+].[Na+].Cc1cc(ccc1N=Nc2ccc3c(cc(c(N)c3c2O)S(=O)(=O)[O-])S(=O)(=O)[O-])c4ccc(N=Nc5ccc6c(cc(c(N)c6c5O)S(=O)(=O)[O-])S(=O)(=O)[O-])c(C)c4,-0.87,,EVANS BLUE,Charged,674663,-3.24,-2.78,,,2.37,,6.0,14.0,True
674665,CN1C(c2ccc(Cl)cc2)S(=O)(=O)CCC1=O,,,TRANCOPAL,Neutral,674665,,,,,,,1.0,3.0,True
674666,Cl.CC(CNC1CCCCC1)OC(=O)c2ccccc2,,9.02,CYCLAINE,Charged,674666,,,9.87,,,-0.85,1.0,2.0,True
674669,[OH-].[OH-].[Mg+2],,,"CALCIUM CARBONATE, FAMOTIDINE AND MAGNESIUM HYDROXIDE",Neutral,674669,,,,,,,0.0,2.0,False
674671,Cl.CC(Cc1ccccc1)N(C)Cc2ccccc2,,8.88,BENZPHETAMINE HYDROCHLORIDE,Charged,674671,,,9.8,,,-0.92,1.0,0.0,True
674672,[Na+].[Na+].C[C@]12CC[C@H]3[C@@H](CCc4cc(OC(=O)N(CCCl)CCCl)ccc34)[C@@H]1CC[C@@H]2OP(=O)([O-])[O-],1.88,,EMCYT,Charged,674672,1.86,6.88,,,0.02,,1.0,6.0,True
674673,[Br-].[Br-].CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@@H]([C@@H]4OC(=O)C)N5CC[N+](C)(C)CC5)[C@@]2(C)C[C@@H]1N6CC[N+](C)(C)CC6,,1.46,ARDUAN,Neutral,674673,,,,,,,4.0,4.0,True
674675,Cl.CN[C@@H](C)[C@@H](O)c1ccccc1,13.96,9.38,ACTAHIST,Charged,674675,,,9.52,,,-0.14,1.0,1.0,True
674676,O[N+](=O)[O-].Clc1ccc(C(Cn2ccnc2)OCc3csc4c(Cl)cccc34)c(Cl)c1,,6.68,ERTACZO,Neutral,674676,,,,,,,3.0,4.0,True
674678,[Cl-].[82Rb+],,,CARDIOGEN-82,Neutral,674678,-7.0,,,,,,0.0,0.0,False
674679,Cl.NC(=N)N,,13.27,GUANIDINE HYDROCHLORIDE,Charged,674679,,,12.55,,,0.72,3.0,0.0,True
674680,[Na+].O[C@@H]([C@@H](COC(=O)CCC(=O)[O-])NC(=O)C(Cl)Cl)c1ccc(cc1)[N+](=O)[O-],4.36,,CHLORAMPHENICOL,Charged,674680,3.65,,,,0.71,,2.0,8.0,True
674682,[Cl-].[K+],,,ACETATED RINGER'S IN PLASTIC CONTAINER,Neutral,674682,-7.0,,,,,,0.0,0.0,False
674683,CC(=O)OCC(=O)[C@@]12OC3(CCCC3)O[C@@H]1C[C@H]4[C@@H]5CCC6=CC(=O)C=C[C@]6(C)[C@@]5(F)[C@@H](O)C[C@]24C,13.09,,AMCINONIDE,Neutral,674683,,,,,,,0.0,7.0,True
674684,FC(F)OC(F)C(F)(F)F,,,SUPRANE,Neutral,674684,,,,,,,0.0,1.0,True
674685,[Ca+2].CC(C)CN(C[C@@H](OP(=O)([O-])[O-])[C@H](Cc1ccccc1)NC(=O)O[C@H]2CCOC2)S(=O)(=O)c3ccc(N)cc3,1.77,1.67,LEXIVA,Charged,674685,1.22,6.28,,,0.55,,3.0,9.0,True
674686,Cl.COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc4C(=O)C(=CN(C5CC5)c14)C(=O)O,6.43,10.63,AVELOX,Charged,674686,5.69,,9.42,,0.74,1.21,3.0,4.0,True
674687,[Mg+2].[O-]C(=O)[O-],,,RENACIDIN,Neutral,674687,6.05,,,,,,0.0,3.0,True
674688,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,1.23,,EXOSURF NEONATAL,Charged,674688,1.86,,,,-0.63,,1.0,8.0,True
674690,S,7.05,,BENSULFOID,Neutral,674690,,,,,,,0.0,0.0,False
674691,CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]2[C@H](O[C@@H]3[C@@H](O)[C@H](O)[C@@H](NC(=N)N)[C@H](O)[C@H]3NC(=N)N)O[C@@H](C)[C@]2(O)C=O.OS(=O)(=O)O,11.51,13.1,STREPTOMYCIN SULFATE,Charged,674691,,,11.9,11.4,,1.2,7.0,16.0,True
674694,[Na+].CNC(=O)c1c(I)c(N(C)C(=O)C)c(I)c(C(=O)NCC(=O)Nc2c(I)c(C(=O)[O-])c(I)c(C(=O)NCCO)c2I)c1I,,,HEXABRIX,Neutral,674694,2.13,,,,,,5.0,8.0,True
674695,[18F-].[Na+],,,FLUORINE F-18,Neutral,674695,3.17,,,,,,0.0,0.0,False
674696,Cl.CC(C)NCC(O)COc1ccccc1OCC=C,13.89,9.44,TRASICOR,Charged,674696,,,9.67,,,-0.23,1.0,3.0,True
674698,[NH4+].CC(O)C(=O)[O-],,,AMMONIUM LACTATE,Neutral,674698,3.78,,,,,,1.0,3.0,True
674699,O.C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O,3.4,7.76,CARBIDOPA AND LEVODOPA,Charged,674699,2.35,,,,1.05,,2.0,5.0,True
674700,Cl.CCCCN1CCCC[C@H]1C(=O)Nc2c(C)cccc2C,,8.13,CHIROCAINE,Charged,674700,,,8.0,,,0.13,2.0,1.0,True
674701,Cl.CC(CN1c2ccccc2Sc3ccccc13)N(C)C,,8.99,MEPERGAN,Charged,674701,,,9.05,,,-0.06,2.0,0.0,True
674702,O.Sc1ncnc2nc[nH]c12,-0.26,8.71,MERCAPTOPURINE,Charged,674702,,,,,,,4.0,1.0,True
674707,Cl.Cc1ncc(CO)c(CO)c1O,9.63,5.01,BENDECTIN,Neutral,674707,,,,,,,1.0,3.0,True
674708,[Br-].[Br-].CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@@H]([C@@H]4OC(=O)C)[N+]5(C)CCCCC5)[C@@]2(C)C[C@@H]1[N+]6(C)CCCCC6,,,PANCURONIUM BROMIDE,Neutral,674708,,,,,,,2.0,4.0,True
674709,[Na+].CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-],2.44,6.81,AMPICILLIN AND SULBACTAM,Charged,674709,3.24,,7.44,,-0.8,-0.63,3.0,4.0,True
674710,Cl.Clc1ccc2N=C3NC(=O)CN3Cc2c1Cl,11.79,,AGRYLIN,Neutral,674710,,,,,,,3.0,1.0,True
674711,[Na+].[Na+].Oc1ccc(cc1C(=O)[O-])N=Nc2ccc(cc2)C(=O)NCCC(=O)[O-],2.97,,BALSALAZIDE DISODIUM,Charged,674711,3.06,3.73,,,-0.09,,3.0,6.0,True
674712,COc1ccc(cc1)C(=C(c2ccc(OC)cc2)c3ccc(OC)cc3)Cl,,,CHLOROTRIANISENE,Neutral,674712,,,,,,,0.0,3.0,True
674713,[Na+].[Na+].C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)([O-])[O-],1.67,,BETAMETHASONE ACETATE AND BETAMETHASONE SODIUM PHOSPHATE,Charged,674713,1.18,6.21,,,0.49,,0.0,8.0,True
674714,[Na+].[O-]C(=O)CNC(=O)c1ccccc1[131I],3.66,,HIPPURAN I 131,Charged,674714,2.65,,,,1.01,,1.0,3.0,True
674715,[Cl-].CC(C[N+](C)(C)C)OC(=O)C,,,PROVOCHOLINE,Neutral,674715,,,,,,,1.0,2.0,True
674716,Cl.CC(C)CC(N(C)C)C1(CCC1)c2ccc(Cl)cc2,,9.69,MERIDIA,Charged,674716,,,9.77,,,-0.08,1.0,0.0,True
674719,[Na+].CC(C)(ON=C(/C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)[O-])C[n+]3ccccc3)c4csc(N)n4)C(=O)[O-],2.43,1.34,CEFTAZIDIME SODIUM IN PLASTIC CONTAINER,Charged,674719,2.77,3.38,,,-0.34,,6.0,7.0,True
674720,CN(C)CCN(Cc1ccccc1)c2ccccn2.OC(=O)CC(O)(CC(=O)O)C(=O)O,,9.04,PBZ,Charged,674720,,,8.76,,,0.28,3.0,7.0,True
674721,CC(CN(C(=O)C)c1c(I)cc(I)c(N)c1I)C(=O)O,4.43,,CHOLEBRINE,Charged,674721,2.74,,,,1.69,,2.0,3.0,True
674722,[Cl-].CC[N+](CC)(CC)CCC(O)(C1CCCCC1)c2ccccc2,13.75,,PATHILON,Neutral,674722,,,,,,,1.0,1.0,True
674723,[K+].CC(=O)CC(C1=C([O-])c2ccccc2OC1=O)c3ccccc3,4.5,,ATHROMBIN-K,Charged,674723,5.56,,,,-1.06,,0.0,4.0,True
674724,Cl.CC(N)C(=O)Nc1c(C)cccc1C,,8.1,TONOCARD,Charged,674724,,,8.23,,,-0.13,2.0,1.0,True
674725,C[C@]12C[C@H](O)[C@H]3[C@@H](C[C@H](F)C4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO,12.31,,ALPHADROL,Neutral,674725,,,,,,,0.0,5.0,True
674727,Cl.C[C@@H](NCCCc1cccc(c1)C(F)(F)F)c2cccc3ccccc23,,9.19,SENSIPAR,Charged,674727,,,10.3,,,-1.11,1.0,0.0,True
674728,[Na+].N[C@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)[O-],2.12,8.27,CHOLOXIN,Charged,674728,0.27,,9.43,,1.85,-1.16,1.0,4.0,True
674729,Cl.C[C@@H](CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2,11.0,2.62,DEXRAZOXANE HYDROCHLORIDE,Neutral,674729,,,,,,,4.0,4.0,True
674730,CS(=O)(=O)O.N[C@@H]1[C@H]2CN(C[C@@H]12)c3nc4N(C=C(C(=O)O)C(=O)c4cc3F)c5ccc(F)cc5F,5.8,7.92,TROVAN,Charged,674730,5.41,,9.44,,0.39,-1.52,4.0,6.0,True
674731,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O.OS(=O)(=O)O,13.07,9.52,NEBCIN,Charged,674731,,,9.83,9.26,,-0.31,5.0,13.0,True
674732,Br.CN(C)CCCC1(OCc2cc(ccc12)C#N)c3ccc(F)cc3,,9.57,CELEXA,Charged,674732,,,9.78,,,-0.21,2.0,1.0,True
674733,C[C@H](N)Cc1ccccc1.OC(=O)CCCCC(=O)O,,9.94,DELCOBESE,Charged,674733,,,10.01,,,-0.07,1.0,4.0,True
674734,Cl.NCCNCCNCCN,,10.05,SYPRINE,Charged,674734,,,9.77,9.16,,0.28,4.0,0.0,True
674738,Cl.CC(COc1ccccc1)N(CCCl)Cc2ccccc2,,6.58,DIBENZYLINE,Neutral,674738,,,7.97,,,-1.39,1.0,1.0,True
674739,O.COC1CN(CCCOc2ccc(F)cc2)CCC1NC(=O)c3cc(Cl)c(N)cc3OC,13.01,7.47,PROPULSID,Neutral,674739,,,8.24,,,-0.77,3.0,5.0,True
674740,[Na+].OP(=O)([O-])OCC(Cl)(Cl)Cl,1.65,,TRICLOS,Charged,674740,1.17,6.2,,,0.48,,0.0,4.0,True
674741,CCC1(CC)C(=O)NCC(C)C1=O,12.11,,NOLUDAR,Neutral,674741,,,,,,,1.0,2.0,True
674742,Cl.Cc1cc(c(O)c(C)c1CC2=NCCN2)C(C)(C)C,11.93,10.61,OCUCLEAR,Charged,674742,,,10.15,,,0.46,2.0,1.0,True
674743,Cl.OCCN1CCN(CCCN2c3ccccc3Sc4ccc(cc24)C(F)(F)F)CC1,,7.39,FLUPHENAZINE HYDROCHLORIDE,Neutral,674743,,,8.21,,,-0.82,3.0,1.0,True
674745,Cl.CN1CC[C@]23[C@H]4Oc5c(O)ccc(C[C@@H]1[C@]2(O)CCC4=O)c35,9.17,7.58,NUMORPHAN,Neutral,674745,,,8.21,,,-0.63,1.0,4.0,True
674746,CN1CCC[C@@H]1CCO[C@](C)(c2ccccc2)c3ccc(Cl)cc3.OC(=O)C=CC(=O)O,,10.23,CLEMASTINE FUMARATE,Charged,674746,,,9.55,,,0.68,1.0,5.0,True
674747,O.ClCCN(CCCl)P1(=O)NCCCO1,,2.84,CYCLOPHOSPHAMIDE,Neutral,674747,,,,,,,2.0,3.0,True
674749,Cl.Clc1cccc(c1)N2CCN(CCCN3N=C4C=CC=CN4C3=O)CC2,,7.52,DESYREL,Neutral,674749,,,7.09,,,0.43,5.0,1.0,True
674750,CC(C)OC(=O)CCCC=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1C=C[C@@H](O)COc2cccc(c2)C(F)(F)F,13.43,,TRAVATAN,Neutral,674750,,,,,,,0.0,6.0,True
674751,[Ca+2].CC(=O)[O-].CC(=O)[O-],,,CALCIUM ACETATE,Neutral,674751,4.54,,,,,,0.0,4.0,True
674752,NCCc1c[nH]cn1.OP(=O)(O)O,,9.26,HISTAMINE PHOSPHATE,Charged,674752,,,9.58,,,-0.32,3.0,4.0,True
674753,CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,7.81,,LOTUSATE,Neutral,674753,,,,,,,2.0,3.0,True
674754,OC(=O)CCC(=O)O.O=C(O[C@H]1CN2CCC1CC2)N3CCc4ccccc4[C@@H]3c5ccccc5,,9.03,VESICARE,Charged,674754,,,8.88,,,0.15,2.0,6.0,True
674755,[K+].[O-]C(=O)Cc1ccccc1Nc2c(Cl)cccc2Cl,4.18,,CAMBIA,Charged,674755,4.0,,,,0.18,,1.0,2.0,True
674756,COc1ccc(cc1)[C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(=O)C.OC(CC(=O)O)C(=O)O,,8.94,TECZEM,Charged,674756,,,8.18,,,0.76,2.0,9.0,True
674757,[Na+].COc1ccc2cc(ccc2c1)[C@H](C)C(=O)[O-],4.85,,ALEVE,Charged,674757,4.19,,,,0.66,,0.0,3.0,True
674758,CC[C@]12CC[C@H]3[C@@H](CCC4=CC(=NO)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,12.22,,ORTHO EVRA,Neutral,674758,,,,,,,1.0,2.0,True
